,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
261,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
262,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
263,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
264,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
265,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
266,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
267,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
268,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
269,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
270,Tin VIP Bạc,41444200,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5-prj-ha-do-villas/-tien-p-12-quan-10-dt-8x16m-4-tang-hdt-100-trieu-thang-gia-42-ty-thuong-luong-pr41444200,126 m²,42 tỷ,,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Mặt tiền Sư Vạn Hạnh,P.12, Quận 10. DT: 8x16m. 4 tầng. HĐT: 100 triệu/tháng. Giá 42 tỷ thương lượng","Hà Đô Villas, Sư Vạn Hạnh, 12, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
271,Tin VIP Bạc,41444028,https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-hien-thanh-phuong-13-5/a-goc-2-tien-dt-6-1x21m-1-ham-7-tang-moi-pr41444028,127 m²,"26,5 tỷ",,7 tầng,14 phòng,15 phòng,Sổ đỏ/ Sổ hồng.,,"Tòa nhà góc 2 mặt tiền đường Tô Hiến Thành. DT: 6,1x21m. 1 hầm 7 tầng nhà mới","Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",8 m,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
272,Tin VIP Bạc,41443813,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-binh-xa-phu-xuan-prj-nha-pho-thuong-mai-phu-xuan-2/ban-2-tang-4-22m-87m2-tien-gia-ban-5-ty-con-luong-pr41443813,87 m²,5 tỷ,Nam,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà 2 tầng 4*22m (87m2), mặt tiền đường Nguyễn Bình, Phú Xuân, giá bán 5 tỷ còn thương lượng","Dự án Phú Xuân 2, Đường Nguyễn Bình, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",20 m,4 m,Chưa Xác Thực,Nam,06/11/2024,21/11/2024,Nha Mat Pho
273,Tin VIP Bạc,41443529,https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-phu-phuong-10-4/ban-q6-gia-sieu-hoi-chi-hon-9-ty-vnd-4x16m-64m2-5-tang-moi-dep-pr41443529,64 m²,9 tỷ,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Ngon nhất Bình Phú - Chỉ 9TỶ hơn - Bán nhà Q6 Bình Phú- Mặt tiền khu phân lô 4x16m - 5 tầng BTCT,"Đường Bình Phú, Phường 10, Quận 6, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,16/11/2024,Nha Mat Pho
274,Tin VIP Bạc,40346659,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-troi-phuong-17-3/goc-2-tien-co-1-0-2-huynh-banh-dt-25-50m-ctxd-2-ham-14-tang-pr40346659,1.060 m²,779 tỷ,Tây - Nam,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Góc 2 mặt tiền có 1 0 2 đường Nguyễn Văn Trỗi - Huỳnh Văn Bánh. DT: 25*50m. CTXD: 2 hầm - 14 tầng,"Đường Nguyễn Văn Trỗi, Phường 17, Phú Nhuận, Hồ Chí Minh",35 m,25 m,Chưa Xác Thực,Tây - Bắc,06/11/2024,13/11/2024,Nha Mat Pho
275,Tin VIP Bạc,40370044,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-sa-phuong-5-17/ban-tien-1241-5-tan-binh-tret-lung-2-lau-gia-chi-8-8-ty-tl-pr40370044,"28,8 m²","8,5 tỷ",Tây - Bắc,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà mặt tiền 1241 Hoàng Sa, phường 5, Tân Bình. Trệt, lửng, 2 lầu. Giá chỉ: 8,5 tỷ","1241, Đường Hoàng Sa, Phường 5, Tân Bình, Hồ Chí Minh",15 m,3 m,Chưa Xác Thực,Tây - Bắc,06/11/2024,13/11/2024,Nha Mat Pho
276,Tin VIP Bạc,41441723,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-tu-gian-phuong-12-8/hot-giam-gan-2-ty-chi-con-nhinh-12-ty-tl-nt-cao-cap-co-thang-may-tai-go-vap-chot-ngay-keo-lo-pr41441723,"71,4 m²","12,2 tỷ",,4 tầng,,,,,"Hot! Giảm gần 2 tỷ chỉ còn nhỉnh 12 tỷ TL, NT cao cấp, có thang máy tại Gò Vấp, chốt ngay kẻo lỡ","Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
277,Tin VIP Bạc,41442498,https://batdongsan.com.vn/ban-nha-mat-pho-duong-3-2-2-phuong-14-5/-tien-sieu-hiem-3-thang-2-khuon-dat-lon-8x20m-4-tang-gia-chi-68-ty-thuong-luong-pr41442498,160 m²,68 tỷ,,4 tầng,,,Sổ đỏ/ Sổ hồng,,Mặt tiền siêu hiếm đường 3 Tháng 2 - khuôn đất lớn 8x20m nhà 4 tầng giá chỉ 68 tỷ thương lượng,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
278,Tin VIP Bạc,40496911,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thi-nho-phuong-16-2/hang-hiem-tien-kinh-doanh-q11-gan-3-thang-2-4-lau-co-10pn-gia-15-5-ty-pr40496911,60 m²,"13,99 tỷ",,5 tầng,10 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán Gấp mặt tiền kinh doanh đường Nguyễn Thị Nhỏ, Q11, Công nhận 60m2 4 lầu, có 10PN, giá 13.99 tỷ","Đường Nguyễn Thị Nhỏ, Phường 16, Quận 11, Hồ Chí Minh",,"3,3 m",Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
279,Tin VIP Bạc,41441598,https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-phung-phuong-9-10/ha-gia-ban-gap-goc-2-tien-q11-dt-9-5x15m-cn-121m2-gia-34-5-ty-pr41441598,121 m²,"33,5 tỷ",,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Hạ giá bán gấp nhà góc 2 mặt tiền đường Minh Phụng Q11, DT 9,5x15m, CN 121m2, giá 33,5 tỷ","Đường Minh Phụng, Phường 9, Quận 11, Hồ Chí Minh",,"9,5 m",Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
280,Tin VIP Bạc,41333226,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-lan-phuong-2-21/-tien-4x16m-1-ham-3-tang-st-10pn-11wc-tien-lam-chdv-cao-cap-phu-nhuan-24-5-ty-pr41333226,64 m²,24 tỷ,Đông - Bắc,3 tầng,10 phòng,11 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,"Nhà mặt tiền Hoa Lan 4x16m, 1 hầm 3 tầng + ST, 10PN/11WC tiện làm CHDV cao cấp Phú Nhuận 24 tỷ","Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",10 m,4 m,TIN XÁC THỰC,,06/11/2024,13/11/2024,Nha Mat Pho
281,Tin VIP Bạc,41441069,https://batdongsan.com.vn/ban-nha-mat-pho-duong-d6-phuong-phuoc-long-b/chinh-chu-ban-dt-6x21-mt-20m-cach-sieu-du-an-the-global-city-1km-lh-pr41441069,126 m²,"17,5 tỷ",,3 tầng,4 phòng,3 phòng,Đang chờ sổ,Không nội thất,Chính chủ bán nhà phố DT (6x21) MT đường D6 (20m) cách siêu dự án The Global City 1km. 0979 861 ***,"Đường D6, Phường Phước Long B, Quận 9, Hồ Chí Minh",20 m,6 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
282,Tin VIP Bạc,41441031,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-ba-giao-phuong-5-15/chinh-chu-can-n-gap-4-lau-tien-p-5-q-vap-giai-quyet-cong-viec-pr41441031,80 m²,"10,8 tỷ",Đông,4 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng.,,Chính chủ cần bán gấp nhà 4 lầu mặt tiền Trần Bá Giao P. 5 Q. Gò Vấp giải quyết công việc,"Đường Trần Bá Giao, Phường 5, Gò Vấp, Hồ Chí Minh",30 m,"4,5 m",Chưa Xác Thực,Đông,06/11/2024,13/11/2024,Nha Mat Pho
283,Tin VIP Bạc,41104633,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tong-huu-dinh-phuong-thao-dien/ban-tien-gia-25-ty-co-tl-phu-hop-cho-thue-kinh-doanh-pr41104633,100 m²,25 tỷ,Đông - Bắc,4 tầng,8 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà mặt tiền đường Tống Hữu Định giá 25 tỷ có TL, phù hợp cho thuê kinh doanh","Đường Tống Hữu Định, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10 m,4 m,Chưa Xác Thực,Đông - Bắc,06/11/2024,16/11/2024,Nha Mat Pho
284,Tin VIP Bạc,41293909,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-8-phuong-11-8/ban-tien-8-f11-gv-8-23m-no-hau-gia-22ty5-pr41293909,184 m²,"22,5 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán nhà MT đường số 8 P. 11 GV, 8*23m (nở hậu) giá 22 tỷ 500","Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",10 m,8 m,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
285,Tin VIP Bạc,41348515,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tan-thoi-hiep-13-phuong-tan-thoi-hiep/sieu-pham-duy-nhat-tai-13-4x17m-4-g-5pn-gia-sieu-hoi-chi-7-8-ty-vnd-pr41348515,56 m²,"7,5 tỷ",,4 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,"Siêu phẩm duy nhất tại đường Tân Thới Hiệp 13, 4x17m, 4 tầng, 5PN, giá siêu hời chỉ 7,5 tỷ(TL)","Tân Thới Hiệp 13, Quận 12, Hồ Chí Minh",7 m,4 m,Chưa Xác Thực,,06/11/2024,16/11/2024,Nha Mat Pho
286,Tin VIP Bạc,41308142,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-dang-luu-phuong-2-21/chinh-chu-can-ban-tien-duong-p-2-q-phu-nhuan-dt-9x22m-gia-33-9-ty-pr41308142,120 m²,33 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Chính chủ cần bán nhà mặt tiền đường Phan Đăng Lưu, P. 2, Q. Phú Nhuận. DT: 9x22m. Giá 33 tỷ","Đường Phan Đăng Lưu, Phường 2, Phú Nhuận, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
287,Tin VIP Bạc,41228840,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-10-phuong-tan-quy/hang-thom-goc-3-mt-kinh-doanh-10-p-q7-dt-6-2x20m-gan-truong-hoc-va-cho-pr41228840,119 m²,"17,9 tỷ",Tây,2 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,"Hàng thơm. Nhà góc 3MT đường kinh doanh đường số 10, P Tân Quy Q7, DT 6,2x20m gần trường học và chợ","Đường Số 10, Phường Tân Quy, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,06/11/2024,13/11/2024,Nha Mat Pho
288,Tin VIP Bạc,41438259,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-bach-phuong-12-8/ban-656-p12-quan-go-vap-gia-12-ty-pr41438259,64 m²,12 tỷ,,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,Bán nhà 656 Phạm Văn Bạch P12 Quận Gò Vấp. Giá 12 tỷ,"656, Đường Phạm Văn Bạch, Phường 12, Gò Vấp, Hồ Chí Minh",,,TIN XÁC THỰC,,05/11/2024,13/11/2024,Nha Mat Pho
289,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
290,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
291,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
292,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
293,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
294,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
295,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
296,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
297,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
298,Tin VIP Bạc,41438140,https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-chieu-phuong-binh-chieu/ban-tien-thu-duc-ngang-16-5-dai-50-gia-ngop-ban-35ty-tl-pr41438140,"675,8 m²",35 tỷ,,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt tiền đường Bình Chiểu Thủ Đức, ngang 16,5 dài 50 .giá ngộp bán 35 tỷ TL 0962 939 ***","Đường Bình Chiểu, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",20 m,1.650 m,Chưa Xác Thực,,05/11/2024,13/11/2024,Nha Mat Pho
299,Tin VIP Bạc,40889678,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-quang-dinh-phuong-1-21/chinh-chu-can-ban-mt-f1-qgv-5-5-29m-1t3l-gia-24ty-pr40889678,138 m²,22 tỷ,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,"Bán nhà vị trí cực đẹp MT Lê Quang Định, Phường 1, Gò Vấp, 5.5*29m, 1T 3L, giá 22 tỷ","Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",15 m,5 m,Chưa Xác Thực,,05/11/2024,13/11/2024,Nha Mat Pho
300,Tin VIP Bạc,41437535,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phuoc-long-b-1/an-gap-55m2-tai-tp-thu-duc-gia-4-7-ty-vnd-pr41437535,55 m²,"4,7 tỷ",,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán gấp nhà mặt phố 55m2 tại P. Phước Long B - TP. Thủ Đức, giá 4,7 tỷ","Phường Phước Long B, Thủ Đức, Hồ Chí Minh",8 m,4 m,Chưa Xác Thực,,05/11/2024,16/11/2024,Nha Mat Pho
301,Tin VIP Bạc,41437028,https://batdongsan.com.vn/ban-nha-mat-pho-duong-go-xoai-phuong-binh-hung-hoa/ban-can-c-quan-tan-t-hcm-kinh-doanh-cuc-dinh-chi-nhinh-17-ty-pr41437028,110 m²,"17,15 tỷ",Đông - Nam,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà căn góc, mặt phố Gò Xoài quận Bình Tân T. Phố HCM, kinh doanh cực đỉnh chỉ nhỉnh 17 tỷ","Đường Gò Xoài, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",15 m,,Chưa Xác Thực,Đông - Nam,05/11/2024,16/11/2024,Nha Mat Pho
302,Tin VIP Bạc,41436792,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-long-truong/qua-hot-tu-25-ty-con-17-ty-x-khach-san-be-the-4-tang-tien-duong-thu-nhap-120tr-thang-pr41436792,200 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Quá hot! Từ 25 tỷ còn 17 tỷ x - khách sạn bề thế 4 tầng mặt tiền đường, thu nhập 120tr/tháng","Phường Long Trường, Quận 9, Hồ Chí Minh",20 m,6 m,Chưa Xác Thực,,05/11/2024,13/11/2024,Nha Mat Pho
303,Tin VIP Bạc,41249537,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ma-lo-phuong-binh-tri-dong-a/bn-tien-18-gn-ng-tu-tinh-10-vs-kinh-donh-sm-ut-pr41249537,"70,7 m²","8,8 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền 18 Mã Lò, Bình Trị Đông A DT 4x20m tiện xây mới, kinh doanh sầm uất","18, Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",,4 m,Chưa Xác Thực,,05/11/2024,13/11/2024,Nha Mat Pho
304,Tin VIP Bạc,41435093,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/chu-can-ban-357-h-mall-dt-4-5m-x-16m-4-tang-lh-0-0901-38-30-38-truong-pr41435093,72 m²,35 tỷ,Đông - Bắc,4 tầng,10 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Chủ cần bán nhà 357 Sư Vạn Hạnh. Vạn Hạnh Mall. DT: 4,5m x 16m, 4 tầng. LH: 0901 383 *** Trường","357, Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",20 m,"4,5 m",Chưa Xác Thực,Đông - Bắc,05/11/2024,12/11/2024,Nha Mat Pho
