,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Category
360,Tin thường,41401982,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-binh-3/ngay-vinhomes-grand-park-6x26-cong-nhan-159-5m2-full-tho-lo-gioi-16m-xd-1-ham-5-lau-pr41401982,"159,5 m²","6,95 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng,,"Ngay Vinhomes Grand Park 6x26m công nhận 159,5m2 full thổ lộ giới 16m XD 1 hầm 5 lầu","Đường 4A, Phường Long Bình, Quận 9, Hồ Chí Minh",16 m,6 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
361,Tin thường,40778114,https://batdongsan.com.vn/ban-dat-duong-binh-quoi-phuong-28/ban-lo-biet-thu-nam-trong-khu-biet-thu-sat-p28-thanh-15x19m-14-5-ty-so-do-pr40778114,285 m²,"14,5 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,Bán lô đất biệt thự nằm trong khu biệt thự sát đường Bình Quới P28 Bình Thạnh 15x19m 14.5 tỷ sổ đỏ,"Đường Bình Quới, Phường 28, Bình Thạnh, Hồ Chí Minh",10 m,15 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
362,Tin thường,41147445,https://batdongsan.com.vn/ban-dat-duong-long-phuoc-phuong-long-phuoc-2/can-ban-gia-chi-13-trieu-m-tai-quan-9-ho-chi-minh-pr41147445,18.015 m²,13 triệu/m²,Tây,,,,Sổ đỏ/ Sổ hồng,,"Cần bán đất giá chỉ 13 triệu/m2 tại Quận 9, Hồ Chí Minh","Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",30 m,50 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
363,Tin thường,38465631,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-danh-xa-xuan-thoi-son/nha-nat-tai-dan-cu-xung-quanh-dong-duc-tien-kinh-doanh-79-3m2-so-hong-1ty250-pr38465631,126 m²,"1,25 tỷ",Đông - Nam,,,,Sổ hồng.,,"Nhà nát tại đường Nguyễn Thị Đành, dân cư xung quanh đông đúc tiện kinh doanh 126m2 sổ hồng 1tỷ250","Đường Nguyễn Thị Đành, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
364,Tin thường,40554970,https://batdongsan.com.vn/ban-dat-duong-long-thuan-phuong-long-phuoc-2/ban-26-462m2-q9-keo-dai-300m-mat-song-dnai-va-rach-trong-do-co-15-649m2-tho-pr40554970,26.462 m²,25 triệu/m²,,,,,Sổ đỏ/ Sổ hồng,,"Bán 26.462m2 đất Long Phước, Q9 đất kéo dài 300m mặt sông ĐNai và rạch, trong đó có 15.649m2 thổ","Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh",10 m,300 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
365,Tin thường,41058309,https://batdongsan.com.vn/ban-dat-duong-so-25-phuong-cat-lai/ban-hem-o-to-tp-thu-duc-gia-4-95-ty-pr41058309,"59,3 m²","5,2 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất hẻm ô tô phường Cát Lái TP Thủ Đức. Giá 5,2 tỷ","Đường Số 25, Phường Cát Lái, Quận 2, Hồ Chí Minh",5 m,"5,5 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
366,Tin thường,40667387,https://batdongsan.com.vn/ban-dat-duong-nguyen-huu-tho-xa-phuoc-kieng/ban-mat-tien-so-hong-rieng-dt-6x18-3-lo-gan-nhau-co-the-ban-het-hoac-tung-lo-pr40667387,108 m²,16 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất mặt tiền Nguyễn Hữu Thọ, sổ hồng riêng, DT: 6x18m 3 lô gần nhau có thể bán hết hoặc từng lô","Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",60 m,6 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
367,Tin thường,41477031,https://batdongsan.com.vn/ban-dat-duong-do-xuan-hop-phuong-phuoc-long-b-1/ban-thu-duc-51-ty-vnd-850m2-mat-tien-28m-phap-ly-day-du-pr41477031,880 m²,51 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán đất đường Đỗ Xuân Hợp, Thủ Đức: 51 tỷ vnd, 880m2, mặt tiền 28m, pháp lý đầy đủ","Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",10 m,28 m,Chưa Xác Thực,09/11/2024,19/11/2024,Ban Dat
368,Tin thường,29100822,https://batdongsan.com.vn/ban-dat-phuong-binh-trung-tay/ban-5x22-m2-khu-du-an-bvq2-tp-thu-duc-gia-8-5-ty-lh-0902126677-pr29100822,110 m²,"11,5 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,"Bán đất lô góc, khu dự án BV Q2, Bình Trưng Tây, TP Thủ Đức, giá 11,5 tỷ. LH: 0902 126 ***","Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
369,Tin thường,41320600,https://batdongsan.com.vn/ban-dat-duong-tran-nao-phuong-binh-an/hiem-goc-2mt-ngay-qu-2-dt-10-x-17m-171m2-g-song-sg-gia-chi-25-ty-pr41320600,171 m²,25 tỷ,,,,,,,"Hiếm! Góc 2MT ngay Trần Não, phường Bình An, Quận 2. DT 10 x 17m (171m2) gần sông SG giá chỉ 25 tỷ","Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,06/11/2024,16/11/2024,Ban Dat
370,Tin thường,40539310,https://batdongsan.com.vn/ban-dat-duong-ngo-chi-quoc-phuong-binh-chieu/ban-khuon-mat-tien-sieu-to-dang-van-bi-tp-thu-duc-dt-43x115m-gia-79-ty-pr40539310,"2.390,4 m²",79 tỷ,,,,,,,Bán khuôn đất mặt tiền siêu to đường Ngô Chí Quốc - Đặng Văn Bi Tp Thủ Đức - DT: 43x115m giá 79 tỷ,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",,"42,58 m",Chưa Xác Thực,08/11/2024,18/11/2024,Ban Dat
371,Tin thường,39732840,https://batdongsan.com.vn/ban-dat-duong-bo-chua-xa-tan-quy-tay/chinh-chu-can-ban-hem-xe-tai-dt-9-3x18m2-nen-vuong-vut-co-the-chia-2-nen-pr39732840,171 m²,"2,45 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,"Chính chủ cần bán đất đường Bờ Chùa, DT 9,3x18m nền vuông vức có thể chia 2 nền, hẻm xe tải 6m","Đường Bờ Chùa, Xã Tân Quý Tây, Bình Chánh, Hồ Chí Minh",6 m,"9,3 m",Chưa Xác Thực,04/11/2024,19/11/2024,Ban Dat
372,Tin thường,41222608,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-dinh-phuong-binh-trung-tay/ban-q2-gan-cho-chieu-72m2-nhinh-4-ty-pr41222608,72 m²,"4,4 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán đất Q2, gần chợ chiều Nguyễn Thị Định, 72m2, nhỉnh 4 tỷ","Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
373,Tin thường,39955815,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-binh-hung-hoa/ban-tang-nha-mat-tien-3-sat-tan-phu-6x24m-gia-tot-8-5-ty-gan-cho-lh-pr39955815,144 m²,"8,5 tỷ",,,,,Sổ hồng,,Bán đất tặng nhà mặt tiền đường Số 3 sát Tân Phú 6x24m giá tốt 8.5 tỷ gần chợ LH: 0813 123 ***,"Đường Số 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",12 m,6 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
374,Tin thường,40707972,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-10-phuong-tan-tao/ban-10-binh-hxh-7m-52m2-4-8x11-shr-gia-tot-2-5-ty-lh-pr40707972,52 m²,"2,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất Tỉnh Lộ 10 Bình Tân HXH 7m 52m2 (4.8x11m) SHR giá tốt 2.5 tỷ LH: 0813 123 ***,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",7 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
375,Tin thường,40707972,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-10-phuong-tan-tao/ban-10-binh-hxh-7m-52m2-4-8x11-shr-gia-tot-2-5-ty-lh-pr40707972,52 m²,"2,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất Tỉnh Lộ 10 Bình Tân HXH 7m 52m2 (4.8x11m) SHR giá tốt 2.5 tỷ LH: 0813 123 ***,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",7 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
376,Tin thường,41292750,https://batdongsan.com.vn/ban-dat-duong-vuon-lai-phuong-an-phu-dong-1/b-hem-306-dt-12-3m-x-35m-xe-hoi-6m-gia-17-6-ty-tl-pr41292750,420 m²,"17,3 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán đất hẻm 306/ Vườn lài ,An Phú Đông. DT : 12,3m x 35m đường xe hơi 5m giá 17.3 tỷ TL","Hẻm 306//, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
377,Tin thường,41502470,https://batdongsan.com.vn/ban-dat-phuong-tan-tao-a/ban-tho-cu-72m2-khu-phan-lo-duong-7m-so-hong-rieng-binh-tan-pr41502470,72 m²,3 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán đất thổ cư 72m2 khu phân lô đường 7m , sổ hồng riêng, Bình Tân","Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",7 m,4 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
378,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
379,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
380,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
381,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
382,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
383,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
384,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
385,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
386,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
387,Tin thường,40678923,https://batdongsan.com.vn/ban-dat-duong-ba-xan-xa-binh-khanh-1/ban-can-gio-1000m2-1-5-ty-lh-chu-pr40678923,1.000 m²,"2,05 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,"Bán đất Xã Bình Khánh, Cần Giờ 1000m2, 2.05 tỷ lh chủ đất","Đường Bà Xán, Xã Bình Khánh, Cần Giờ, Hồ Chí Minh",,,TIN XÁC THỰC,04/11/2024,04/12/2024,Ban Dat
388,Tin thường,40525019,https://batdongsan.com.vn/ban-dat-duong-long-phuoc-phuong-long-phuoc-2/thanh-ly-gap-tai-q9-ngay-khu-dan-cu-gan-cho-gia-chi-1-7-ty-shr-9m-lh-pr40525019,52 m²,"1,8 tỷ",,,,,,,"Thanh lý gấp đất tại Q9, ngay khu dân cư gần chợ giá chỉ 1,8 tỷ, SHR, đường 9m LH 0934 652 ***","Đường Long Phước, Phường Long Phước, Quận 9, Hồ Chí Minh",9 m,4 m,Chưa Xác Thực,12/11/2024,27/11/2024,Ban Dat
389,Tin thường,38073074,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-binh-hung-hoa/ban-mat-tien-kinh-doanh-3-bhh-4x20-gia-tot-6-2-ty-gan-cho-lh-pr38073074,82 m²,"6,95 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,Bán đất mặt tiền đường Số 3 sát Tân Phú 4x20.5m giá tốt 6.95 tỷ gần chợ LH: 0813 123 ***,"Đường Số 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
390,Tin thường,40988837,https://batdongsan.com.vn/ban-dat-duong-ho-van-long-phuong-binh-hung-hoa-b/-goc-2-mat-tien-khu-dong-bo-5x11-gia-tot-3-3-ty-lh-pr40988837,55 m²,"3,3 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất góc 2 mặt tiền khu đồng bộ đường Hồ Văn Long 5x11m, giá tốt 3.3 tỷ LH: 0813 123 ***","Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",7 m,5 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
391,Tin thường,41502070,https://batdongsan.com.vn/ban-dat-duong-nguyen-van-huong-phuong-thao-dien/ban-lo-xay-building-dt-12-x-35m-mat-tien-20m-quan-2-lh-pr41502070,365 m²,68 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất Xây Building - (DT: 12 x 35m) - mặt tiền Đường 20m. Thảo điền, Quận 2. LH 0901 882 ***","Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",30 m,12 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
392,Tin thường,41423554,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-7-xa-trung-lap-ha/ban-gap-vuon-20x50m-tong-1013m2-1-sec-7-o-gia-1ty950-chot-luon-pr41423554,1.013 m²,"1,95 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất vườn 20x50m (tổng 1013m2) 1 sẹc Tỉnh lộ 7 ở Trung Lập Hạ. Giá 1tỷ950 chốt luôn,"Đường Tỉnh Lộ 7, Xã Trung Lập Hạ, Củ Chi, Hồ Chí Minh",,,TIN XÁC THỰC,04/11/2024,14/11/2024,Ban Dat
393,Tin thường,38383093,https://batdongsan.com.vn/ban-dat-duong-nguyen-gia-tri-phuong-25/lo-loi-ngay-khi-mua-4x24m-loi-nhuan-15-den-20-nam-69-47-tri-pr38383093,"96,1 m²","13,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Lô Đất quá đẹp xây CHDV ngay trung tâm 5 trường Đại Học Hẽm 69 Đường Nguyễn Gia Trí (D2) P25,"69/47H, Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
394,Tin thường,40870227,https://batdongsan.com.vn/ban-dat-xa-tan-nhut/ban-cln-duong-xe-tai-binh-chanh-pr40870227,1.939 m²,"8,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất CLN đường xe tải Bình Chánh,"Xã Tân Nhựt, Bình Chánh, Hồ Chí Minh",,,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
395,Tin thường,40935717,https://batdongsan.com.vn/ban-dat-duong-26-4-phuong-phuoc-long-a/lo-mat-tien-kinh-doanh-ngay-ho-ba-phan-110m2-ngang-4-2m-no-hau-vuong-vuc-xay-4-tam-hoan-cong-pr40935717,110 m²,"6,3 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Lô mặt tiền kinh doanh ngay Hồ Bá Phấn - 110m2 ngang 4,2m nở hậu vuông vức - 2 sổ có bán lẻ","Đường 26, Phường Phước Long A, Quận 9, Hồ Chí Minh",5 m,"4,2 m",Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
396,Tin thường,40726484,https://batdongsan.com.vn/ban-dat-duong-man-thien-phuong-hiep-phu/mat-tien-kinh-doanh-gan-cho-dem-113m2-ngang-5m-vuong-vuc-a4-he-so-xay-dung-cao-pr40726484,"112,9 m²","13,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Mặt tiền KD ngay chợ đêm Man Thiện - 112.9m2 ngang 5m vuông vức - Sẵn thu nhập 20tr/ tháng,"Đường Man Thiện, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
397,Tin thường,40689402,https://batdongsan.com.vn/ban-dat-pho-64-xa-tan-phu-trung/ban-lo-mt-duong-so-64-cu-chi-pr40689402,147 m²,"2,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán lô đất MT đường số 64 Tân Phú Trung - Củ Chi,"Đường 64, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh",8 m,5 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
398,Tin thường,41028250,https://batdongsan.com.vn/ban-dat-duong-quang-trung-phuong-hiep-phu/-xay-chdv-sat-le-van-viet-240m2-ngang-7m-vuong-vuc-ko-lo-gioi-pr41028250,240 m²,"11,8 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,Đất xây CHDV đường Quang Trung sát Lê Văn Việt - 240m2 ngang 7m vuông vức. Không lộ giới,"Đường Quang Trung, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",5 m,7 m,Chưa Xác Thực,08/11/2024,18/11/2024,Ban Dat
399,Tin thường,41280335,https://batdongsan.com.vn/ban-dat-duong-quang-trung-phuong-tang-nhon-phu-b/49tr-m-xay-chdv-tnpb-sat-nga-tu-td-240m2-ngang-7m-vuong-vuc-pr41280335,240 m²,"11,8 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,49tr/m đất xây CHDV đường Quang Trung TNPB - sát Ngã Tư TĐ - 240m2 ngang 7m vuông vức,"Đường Quang Trung, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",6 m,7 m,Chưa Xác Thực,08/11/2024,23/11/2024,Ban Dat
400,Tin thường,41455447,https://batdongsan.com.vn/ban-dat-duong-nguyen-van-huong-phuong-thao-dien/ban-khu-compound-truc-p-dien-pr41455447,"339,4 m²","50,9 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,"Bán đất khu compound trục Nguyễn Văn Hưởng, P. Thảo Điền","Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,14 m,Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
401,Tin thường,40899425,https://batdongsan.com.vn/ban-dat-duong-so-8-phuong-truong-tho-2/sieu-pham-ngay-vanh-dai-2-250m2-ngang-10-vuong-vuc-xay-cao-hoan-cong-ngay-chi-59tr-m2-pr40899425,250 m²,14 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Đón đầu Vành Đai 2 - 250m2 ngang 10 vuông vức - Đường 2 ô tô tránh nhau sát Đặng Văn Bi,"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",6 m,10 m,Chưa Xác Thực,06/11/2024,16/11/2024,Ban Dat
402,Tin thường,41473715,https://batdongsan.com.vn/ban-dat-duong-so-7-phuong-linh-trung/quy-xay-khach-san-chdv-ngay-hoang-dieu-2-780m2-ngang-15-5m-chi-42tr-m2-pr41473715,780 m²,33 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Quỹ đất xây Khách Sạn, CHDV ngay Hoàng Diệu 2 - 780m2 ngang 15,5m - chỉ 42tr/m2","Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh","4,5 m","15,5 m",Chưa Xác Thực,08/11/2024,19/11/2024,Ban Dat
403,Tin thường,40738049,https://batdongsan.com.vn/ban-dat-duong-so-8-phuong-truong-tho-2/sieu-pham-xay-chdv-tuong-lai-ra-vanh-dai-2-tam-50m-124m2-full-cu-vuong-vuc-pr40738049,90 m²,"6,7 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,Giá tốt! Bán lô đất ngay chung cư SG Metro Park - Đường 10m thông tứ tung - Kinh doanh sầm uất,"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",10 m,"4,2 m",Chưa Xác Thực,03/11/2024,18/11/2024,Ban Dat
404,Tin thường,41285503,https://batdongsan.com.vn/ban-dat-duong-tan-thuan-nam-phuong-phu-thuan-3/-8-7-ty-lo-mat-tien-xe-hoi-re-nhat-khu-quan-7-pr41285503,80 m²,"8,7 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,"8,7 tỷ lô đất mặt tiền đường xe hơi rẻ nhất khu đường Phú Thuận Quận 7","Đường Tân Thuận Nam, Phường Phú Thuận, Quận 7, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,04/11/2024,14/11/2024,Ban Dat
405,Tin thường,41501994,https://batdongsan.com.vn/ban-dat-duong-quoc-lo-13-phuong-hiep-binh-phuoc/ban-13-hem-nhua-4-5m-sat-truc-pham-van-dong-gan-cho-truong-bv-pr41501994,53 m²,"5,5 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán Đất Quốc Lộ 13, Hiệp Bình Phước - Hẻm Nhựa 4.5m, Sát Trục Phạm Văn Đồng, Gần Chợ - Trường - BV","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","4,5 m",,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
406,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
407,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
408,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
